,Kingdom,Phylum,Class,Order,Family,Genus
627366798ad714b12dd4be50829d8344,Bacteria,Bacteroidetes,Chitinophagia,unc_Chitinophagia,unc_Chitinophagia,unc_Chitinophagia
6277c756569f3e8a4b5c47b1aeeba770,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
62793955e3e354e733ae40726918b585,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
627d0c91a305ab7be48656b22ce2a507,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
627fe187f8eb7fd6b0852093cd8b6998,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
628314d0a96991b79ab7539930beca62,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister
62a303a43f2dff8cb04d12388f5131fd,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Taibaiella
62ab3d466591d029519e079965d1fbdd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
62be98412d6a2a691d66c8762c6a3743,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
62c3e8a8737bae67c317a77f6f30cf15,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
630499106b2870ff635041a6db8eb261,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
630586d8db8bd293092761ac03614ad1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
630bcd8f0af1c52a1dfa5995b46f66d3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium
6315bc3e8e157d75dfd37b7fba138b43,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
6316f9f29a698fb6e745b1e76ce726c8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
631ad4cbf951df909f8b3e3cb26e45f4,Bacteria,Bacteroidetes,Flavobacteriia,unc_Flavobacteriia,unc_Flavobacteriia,unc_Flavobacteriia
63279d4e8f3eb851743bc87259600314,Bacteria,Firmicutes,und_Firmicutes,und_Firmicutes,und_Firmicutes,und_Firmicutes
6339b72cbc5fade9f9b1731741db3f5f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
634daacced043816cb4b1784342677ec,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
63554f89b3ca8d40aca5362dc1770c7f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
637022d14da2da6b5ca6f7608d279b1f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium
63777c3fee628129b92a1dbbdc99153c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
6377ccab0a2e37023fcefe5ef7d5739f,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
637ad1da7764887abe40d1254bfb98df,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Mogibacterium
637f45e85195163d1c0690cefd1afbd4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
6398fc4a859948b62e7fe64b1566e1ab,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,und_Peptostreptococcaceae
639bc493dc4e49a881b7ab102a0677d7,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
63b3dc3d5f64d1e801e2d37089181297,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
63e2425182102a3634bcf8f240640ab0,Bacteria,Campilobacterota,Campylobacteria,unc_Campylobacteria,unc_Campylobacteria,unc_Campylobacteria
63f4937235ff4442c6667ecd9d9569d8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
63f871c04ea411fa41510700ef2e2cca,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
63fd3c392db4505bec602843469afb8d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
63fdc35c861c8787883c8134ffff7bd6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
640925a92f5c899a844b7ddd88c0530a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
6411b1ecfc3029c207ea25dd2c1d5182,Bacteria,Tenericutes,Mollicutes,unc_Mollicutes,unc_Mollicutes,unc_Mollicutes
64129beb3a7fc7c7b1863da31dff3c6c,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
6420a8a3512a0b9f85d0137cc70e7cdf,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
6430917f75df8c3526034fedb232dd9b,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta
6430e21110bf5cce59ff702ed1b221b6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
6432dbe3db8f2feba9733d6decc6896c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unc_Prevotellaceae
643fd797088368d46201764467979466,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
644344ca6e65d29c34792b2cab98d727,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium
644a9f4e421234144ca4c7bc92ad7fee,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
644d8d865af67f6a93ac217c14d5b24c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
645890d0eb950cddfedf01de616735aa,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
6460ed05754b33eb10d14cf2ab15f153,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
646c3fdb66ed82d525668276de17b4b0,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
646e7697fef758641a3396c017f08617,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
647d14abb8b77e8730744100f0848a3d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
6486d7175bb3071a64e38b75793e756b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
648f98d81ec276241a4d0c56b195c827,Bacteria,Actinobacteria,Coriobacteriia,unc_Coriobacteriia,unc_Coriobacteriia,unc_Coriobacteriia
64942fa5ba0df5bfffc2a5da4d2912a8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
649b34b99222256891d3334d2faa1ea8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
64c09f70dc8516b35f436f26ee2a03e5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
64c5dbf0d0e056a4d1941535ed443bc8,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
64cdfedcdb6a729a84a6dff38e60e021,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
64d613e3dbb195636a8fc73f6be837ef,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Bradyrhizobiaceae,unc_Bradyrhizobiaceae
64d8f216489f901b5bde2f59f3777b34,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unc_Prevotellaceae
64e5f4f37b9321d23842f0671f3785a7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
64e9b3a5f207aa7284a57627592e24df,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
64fc2f404866167857cbb96d77b68b97,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
6504410798f93526d4ce06f2f47fb7ab,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
6505c3aa7e17e3dfb658c39a6e4a6136,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6506d87639f1cd71aeaabe4ad17753dc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
650ed98a7ece8fe291a4647d6f7f9456,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
65208a65cd28da921caa03d876bca1aa,Bacteria,Campilobacterota,Campylobacteria,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
653db66906042bb10b56ea8dc3ab0d49,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
653e0dd33df008ed49191ced8e92bfaf,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,und_Bacteroidales,und_Bacteroidales
6555a4d2b2c34afa0e0b798e265ae4c4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
65649f802f13b7bf76228164036e9107,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
65764b7d9b90fe50ac78bb28765c256d,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides
658c8e4deea09070a2eff7f5af4a32a3,Bacteria,Firmicutes,Bacilli,Lactobacillales,unc_Lactobacillales,unc_Lactobacillales
6597f30a58f03ac41074719870343fb1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
65a96b22d0d94bfe866ff182ff5b3055,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
65b43cf8d328c971ef49d43236bc3cd3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
65b89a0f165267c08812d07e4bab710c,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unc_Erysipelotrichaceae
65bca5874c061f3438bf575b901a05f7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
65c1781e1df6fb9ff30ede3b22294e3b,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
65d0255492d35392a9830ffc48af221f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
65d4659742df7d93ace684975de0517a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
65e7ef894b4958f5fb73be980a2c6bd9,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
65ea91b21f136c880d7ee14039ffe25c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
65ebe1b125b4c3d5248bafc8cfe112c7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unc_Erysipelotrichaceae
65eda09d0e1140b5ca09a58dbd8a9986,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
65f13f7d3729ef52aae8fe1bb9b46108,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
65fbaa3ee1bda6d1d8be7484e05b07c8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
660a90d5d13bfe7a99170d1603280cc4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
660b9fc1ce4ccc1b18c7f32eebfbc866,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
6621a2166b98dfa8d677ffa29b2397bf,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
6629dfb53772849500f3934bf3fb6090,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
6640fa340fdd6eccf91612bbec7aee70,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
66448f96d99ee1b493836d750146a3ca,Bacteria,Proteobacteria,Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria
664ceddda8c242c27c30074a45f7743c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unc_Muribaculaceae
6652e149f572bf1e0341015b124a6de2,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
665dcd60d465eff67e937bbc540cf390,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
6664ef52f3ed1caf2bee0e0a7ed5eb61,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
666ac009e3677c07b4e35ef12c0a9860,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
667afe1e12245f1929ca00fc089604e4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter
668d31210acbff55f1eaa107aa942c03,Bacteria,Proteobacteria,Alphaproteobacteria,unc_Alphaproteobacteria,unc_Alphaproteobacteria,unc_Alphaproteobacteria
6690b5e4775c6b3cb1e339dcc95eee25,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
6691bb11500889b701479c2604a36ae4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
66a63b71ae810e56715f39f66a89f8b8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
66ab1880ebed867fc3e99602c461fc83,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,und_Clostridiaceae_1
66b6808c5b8948695fb06ad8827fa034,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
66bbe9f80a1dd2ce465c59c2c8e1c2c6,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
66c87cc002b9eb3ca6bdffdb6a7ac936,Bacteria,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera
66dcf5f9c9dac13c84afca6be18f96e3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unc_Lactobacillaceae
66f6debc55cf51b979bf3e333790c1cc,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
67089323b9b829e781919184208007b6,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
670ba33ac6fd76dcad73131a1c4529ef,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
670cdf6ca840146bf0b427a73e4e4b25,Bacteria,Verrucomicrobia,Verrucomicrobiae,unc_Verrucomicrobiae,unc_Verrucomicrobiae,unc_Verrucomicrobiae
67106f25415d565ffaa8f4f848fec2fc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
671115c8dbb3922a2861c4fc930a050f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
674a87c62df9ca25f8677c39409e6413,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unc_Lactobacillaceae
674a9333488f8b31be389358754642b7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,unc_Clostridiales_Incertae_Sedis_XIII
674cd65e004887c8e8b7018b04022fdb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
675fd3d60b7b739179001fc7d6372ad6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,unc_Clostridiales_Incertae_Sedis_XIII
6767578061a62aaa3a8c2039f6ebcb49,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
676cdf776596e29c804bfb5d0a424777,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6774d2c4c05239a149c9f5240c6dba62,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unc_Clostridiaceae_1
6776db3e78a2cf7f625b1cee29124d3d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
677c1ddcb96dd752c528cf68e0b04ec4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
6784e78feb95d27ead1cfb267e4149f7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
67a22983074f968942f385cc45df5812,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
67a68301fbf27defdce13c0c396a4ef0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
67aae646d6091d5a00cc3b9e6e014231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
67ab1ef5072631f00a8216c9055e9fd5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
67b861201c568d67995bd6bc17d4672b,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
67cda6bc3c850da21fdcb6f117cc1a10,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
67da123219d243ac0dde93f34cd34cdb,Bacteria,Firmicutes,Bacilli,unc_Bacilli,unc_Bacilli,unc_Bacilli
6804fc212e55a511b930e7eea79870f5,Bacteria,Euryarchaeota,Halobacteria,unc_Halobacteria,unc_Halobacteria,unc_Halobacteria
6808b5e3d2e140571912ca55fa8c5807,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unc_Prevotellaceae
680a535044ce4db0960ff3d43ba6ac24,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
6817374d893f6f080163057a4db5623f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
681d0c14d5d74a03d474e1e9b2e7d606,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
6823ee3cbf667b0b3861c8063ffea77c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
682b82418699ed618b66c18a5aaac083,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
683bbaff50e9a3217d806b5ba85cf1c8,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis
683c751959eabccd5d07e867e87c5523,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella
683e4328add0e107a9f167efae6781c6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
6840a15154275d6aa74f848cf294b012,Bacteria,Firmicutes,Bacilli,unc_Bacilli,unc_Bacilli,unc_Bacilli
684980e0c5d90f0cffd1ddd234db6316,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unc_Prevotellaceae
6866ba37f965456c5d741b37a310037d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
687fa011f126cf5ca3588077a8a51408,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
689806498fc86954969ce5a0fe41f093,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
68a833374a615e61d7cde5a940352c6e,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
68aba35c25a06f0b3dffef55af03dcaa,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
68d3a4d62b08adfd3ef3d49070f3df0c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
68da794176551d705e9c2f8d04a3080c,Bacteria,Tenericutes,Mollicutes,unc_Mollicutes,unc_Mollicutes,unc_Mollicutes
68dbd4deccc98f13ef02bd405a472543,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
68dd8e31139713945e441df92fc83b81,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
68e5d586be1df7c856c995b8a6f8311e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
68eadb74872d4fff81500563d3880da7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
68ece032b800cf513e1d0e6438e31608,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
68f12a9d3fe4cbe5f42b299e60a69173,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
68ff32c42d4d0bea68a4878dfef92088,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unc_Peptostreptococcaceae
6904a2b273f2b97690f5befdf2998caa,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
690d70f7f832f1b7a864c4e1617d2f56,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unc_Prevotellaceae
690de8394a94b4540c367140c68b4980,Bacteria,Crenarchaeota,Thermoprotei,unc_Thermoprotei,unc_Thermoprotei,unc_Thermoprotei
690f1e823b164fccfb7a24cd25d18b22,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
6914d75bc695dd727d2fab9816c4c9a0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
6919f0056f6dd73a22cd4f1622ac1eb4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
6922470dd9ca7040860b1ea527205b83,Bacteria,Proteobacteria,Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria
6930294f4a0a2cfdbd732e476672cb64,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
69346adbace29f1b39452ef3c479cec1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella
6937ae1cadd337574cb3bd885d329f28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
69477b0fc800882c4c996cf786d47d09,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Metabacillus
69583eef7199f1d35417db7a86bf3e6b,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
6958792aa4610787ccab53a92d37ccd8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
695c12255779d92f22cbd128661d0980,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
6977da7d99a1e18d2179d47c31e3e92d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
697d36d1647ab5867638c97db65be325,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
697e1e9347fbca7964627349611b40f6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
69ac833ddd47c3f4717741cf3a204ce9,Bacteria,Tenericutes,Mollicutes,unc_Mollicutes,unc_Mollicutes,unc_Mollicutes
69aefcadc0d3b8668f0eb89955e9f97f,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
69ceeac39fa919afa440a0cbc0309357,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
69dd105397e48582a1c36509365dd010,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
69ec241d5e5630e6a065450957663fef,Bacteria,Actinobacteria,Actinobacteria,unc_Actinobacteria,unc_Actinobacteria,unc_Actinobacteria
69ed948047c87bf4a58fe57ae9e40a04,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
69f10a86939c31890b6c5b32acf53d82,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
69f827a1a869843dbcb0d53926a8ef5c,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
69f90f00b989f7462f1aed52ac92baef,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
69f997e6fa4692ba3a6285e8c3a6e76b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,und_Bradyrhizobiaceae
69fe208c9d97c7cdd4538750f8d850b8,Bacteria,Firmicutes,Bacilli,unc_Bacilli,unc_Bacilli,unc_Bacilli
6a015decb63cf6c1158447496694d366,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
6a0568ffe9b003ad1657cdb457345f17,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
6a0f1fa74f4554d48290f75ce2c05170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas
6a1e1209db58da20df0a8c612147ea88,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
6a1f98bd1c769398c5af062d9aa40f97,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
6a485235b89387765c934ee26a5d366e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
6a48826d5b5b125c93d4a821318a2ea3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
6a54a406ad57841ca5377a1014eaa78f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
6a563c6f873b2c757cb505efeed9f537,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium
6a6bf652b8fee68ec4e2886ef794d8e8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
6a77ab5e961bb542a43ebc380c6e76ae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
6a7b64b8ddd4784f3fcec651ae7b1ffe,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
